assembly_accession	assembly_name	taxon_id	organism_name	source_database	annotation_provider	access_url	file_format	release_date	retrieval_date	pipeline_name	pipeline_method	pipeline_version	last_modified_date	md5_checksum
GCA_013398175.1	ASM1339817v1	47695	Climacteris rufus	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/175/GCA_013398175.1_ASM1339817v1/GCA_013398175.1_ASM1339817v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	3e06086462d79ccedca40d3c02e61714
GCA_902006505.2	C_byssicola_245-78	160290	Clonostachys byssicola	GenBank	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/006/505/GCA_902006505.2_C_byssicola_245-78/GCA_902006505.2_C_byssicola_245-78_genomic.gff.gz	gff	2022-07-05	2026-01-13				2022-07-08	a3804c286d62a7e4063ef9c6229acc40
GCA_902827195.2	C_rosea_IK726	1349383	Clonostachys rosea f. rosea IK726	GenBank	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/827/195/GCA_902827195.2_C_rosea_IK726/GCA_902827195.2_C_rosea_IK726_genomic.gff.gz	gff	2021-11-01	2026-01-13				2022-07-07	bcf51d3cd34cdb732d53a783d4e724c0
GCA_037952775.1	ASM3795277v1	1926264	Clonostachys chloroleuca	GenBank	Northwest A&F University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/952/775/GCA_037952775.1_ASM3795277v1/GCA_037952775.1_ASM3795277v1_genomic.gff.gz	gff	2024-04-03	2026-01-13				2024-04-04	ab14627e6ff1405325418202948d4c00
GCA_902085965.1	CLO192961	29856	Clonostachys rosea	GenBank	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/085/965/GCA_902085965.1_CLO192961/GCA_902085965.1_CLO192961_genomic.gff.gz	gff	2021-09-27	2026-01-13				2021-09-30	764b45a73812ed431a47df2f681390dd
GCA_902141235.2	C_solani_1703	160281	Clonostachys solani	GenBank	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/141/235/GCA_902141235.2_C_solani_1703/GCA_902141235.2_C_solani_1703_genomic.gff.gz	gff	2022-07-05	2026-01-13				2022-07-08	9cfa73e1b90ac1ef105316389a64ea26
GCA_027943415.1	CLOP_1.0	2790670	Closterium sp. NIES-67	GenBank	Sekimoto Laboratory, Department of Chemical and Biological Sciences, Faculty of Science, Japan Women's University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/943/415/GCA_027943415.1_CLOP_1.0/GCA_027943415.1_CLOP_1.0_genomic.gff.gz	gff	2022-12-27	2026-01-13				2025-09-07	b941a6ac299a219ec65850dff5d4de97
GCA_902074915.1	C_chloroleuca_570-77_v2	1926264	Clonostachys chloroleuca	GenBank	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/074/915/GCA_902074915.1_C_chloroleuca_570-77_v2/GCA_902074915.1_C_chloroleuca_570-77_v2_genomic.gff.gz	gff	2023-01-26	2026-01-13				2023-04-20	e24512ed414ed596005cdaf1c0d75aee
GCA_902077795.2	C_rhizophaga_906-72A	160324	Clonostachys rhizophaga	GenBank	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/077/795/GCA_902077795.2_C_rhizophaga_906-72A/GCA_902077795.2_C_rhizophaga_906-72A_genomic.gff.gz	gff	2022-07-05	2026-01-13				2022-07-08	7f9d9d72f060bdd5427a81f7a364f9d5
GCA_027943385.1	CLOM_1.0	2019903	Closterium sp. NIES-68	GenBank	Sekimoto Laboratory, Department of Chemical and Biological Sciences, Faculty of Science, Japan Women's University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/943/385/GCA_027943385.1_CLOM_1.0/GCA_027943385.1_CLOM_1.0_genomic.gff.gz	gff	2022-12-27	2026-01-13				2025-09-08	9144d9b986bbabeab3e1df5e22e9bd18
GCA_027604065.1	ASM2760406v1	447962	Clydaea vesicula	GenBank	University of Michigan	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/604/065/GCA_027604065.1_ASM2760406v1/GCA_027604065.1_ASM2760406v1_genomic.gff.gz	gff	2023-01-09	2026-01-13				2023-01-09	3af6507503c88925accb5c2cb30c3380
GCA_900005825.1	CLUMA_1.0	568069	Clunio marinus	GenBank	MAX F. PERUTZ LABORATORIES	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/005/825/GCA_900005825.1_CLUMA_1.0/GCA_900005825.1_CLUMA_1.0_genomic.gff.gz	gff	2016-11-28	2026-01-13				2021-06-10	97fdb83668a49a752a6d175e685eef99
GCA_030846915.1	BLF_Eptnil_asm_v1.0	3371016	Cnephaeus nilssonii	GenBank	Finnish museum of Natural history	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/846/915/GCA_030846915.1_BLF_Eptnil_asm_v1.0/GCA_030846915.1_BLF_Eptnil_asm_v1.0_genomic.gff.gz	gff	2023-08-21	2026-01-13				2024-12-23	ce405b79dad574610ecb369b3c6dc79c
GCA_013397755.1	ASM1339775v1	254448	Cnemophilus loriae	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/397/755/GCA_013397755.1_ASM1339775v1/GCA_013397755.1_ASM1339775v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	cefed5d0b3e24d923513be688a4f3415
GCA_000149815.1	ASM14981v1	396776	Coccidioides immitis H538.4	GenBank	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/815/GCA_000149815.1_ASM14981v1/GCA_000149815.1_ASM14981v1_genomic.gff.gz	gff	2015-07-10	2026-01-13				2020-12-20	c02cf2259106e6fb17cbd4d13e16178f
GCA_004115165.2	Cimm211_ragoo	5501	Coccidioides immitis	GenBank	TGen North	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/165/GCA_004115165.2_Cimm211_ragoo/GCA_004115165.2_Cimm211_ragoo_genomic.gff.gz	gff	2019-07-01	2026-01-13				2021-09-25	ed7262851c0ae7acce4bb81556c9c59a
GCA_000150085.1	ASM15008v1	454286	Coccidioides immitis RMSCC 3703	GenBank	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/085/GCA_000150085.1_ASM15008v1/GCA_000150085.1_ASM15008v1_genomic.gff.gz	gff	2015-07-10	2026-01-13				2021-09-26	512e5f16c816130d71cefa4ab4a4249e
GCA_000149335.2	ASM14933v2	246410	Coccidioides immitis RS	GenBank	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/335/GCA_000149335.2_ASM14933v2/GCA_000149335.2_ASM14933v2_genomic.gff.gz	gff	2015-03-12	2026-01-13				2021-09-26	4f25500321f54279c89f803c30e2e66c
GCA_000151335.1	JCVI-cpa1-1.0	222929	Coccidioides posadasii C735 delta SOWgp	GenBank	TIGR-J. Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/335/GCA_000151335.1_JCVI-cpa1-1.0/GCA_000151335.1_JCVI-cpa1-1.0_genomic.gff.gz	gff	2009-06-17	2026-01-13				2020-12-21	77781cca50c5a649006ec68e504dedc9
GCA_040182555.1	ASM4018255v1	248742	Coccomyxa subellipsoidea	GenBank	Senckenberg	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/182/555/GCA_040182555.1_ASM4018255v1/GCA_040182555.1_ASM4018255v1_genomic.gff.gz	gff	2024-06-14	2026-01-13				2025-05-25	772bf74cc500c3f5eb5d0d9d5af6084f
GCA_026937265.1	CoeloLatMeio_1.0_UCR	945690	Coelomomyces lativittatus	GenBank	University of California, Riverside	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/937/265/GCA_026937265.1_CoeloLatMeio_1.0_UCR/GCA_026937265.1_CoeloLatMeio_1.0_UCR_genomic.gff.gz	gff	2022-12-16	2026-01-13				2022-12-17	cc8dae81aca69b435c3325ad81c8a2ba
GCA_026928455.1	CoeloLatAmber_1.0_UCR	945690	Coelomomyces lativittatus	GenBank	University of California, Riverside	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/928/455/GCA_026928455.1_CoeloLatAmber_1.0_UCR/GCA_026928455.1_CoeloLatAmber_1.0_UCR_genomic.gff.gz	gff	2022-12-16	2026-01-13				2022-12-22	a2f6e032fed037fb27db1c86d6eb1b5f
GCA_027579375.1	UCR_CoacRSA476_1.0	417176	Coemansia aciculifera	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/375/GCA_027579375.1_UCR_CoacRSA476_1.0/GCA_027579375.1_UCR_CoacRSA476_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	10d55aabc78c221b50b0c35f24511c92
GCA_026937105.1	CoeloLatOrange_1.0_UCR	945690	Coelomomyces lativittatus	GenBank	University of California, Riverside	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/937/105/GCA_026937105.1_CoeloLatOrange_1.0_UCR/GCA_026937105.1_CoeloLatOrange_1.0_UCR_genomic.gff.gz	gff	2022-12-16	2026-01-13				2022-12-17	b9bcd70b8413c322f1f03fad37af3b05
GCA_964019345.2	ucCocViri1.2a	1274662	Coccomyxa viridis	GenBank	University of Cologne	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/019/345/GCA_964019345.2_ucCocViri1.2a/GCA_964019345.2_ucCocViri1.2a_genomic.gff.gz	gff	2024-06-14	2026-01-13				2024-06-20	791737088b2ab65f4541dc9580e88eb2
GCA_013396365.1	ASM1339636v1	110676	Cochlearius cochlearius	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/396/365/GCA_013396365.1_ASM1339636v1/GCA_013396365.1_ASM1339636v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-26	6849592e1ecd7378aaaec0e41dabda96
GCA_027579645.1	UCR_CoacCBS109363_1.0	417176	Coemansia aciculifera	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/645/GCA_027579645.1_UCR_CoacCBS109363_1.0/GCA_027579645.1_UCR_CoacCBS109363_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	e49a07f77023bae25ec81cc8a06c79eb
GCA_027579955.1	UCR_CoacBCRC34181_1.0	417176	Coemansia aciculifera	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/955/GCA_027579955.1_UCR_CoacBCRC34181_1.0/GCA_027579955.1_UCR_CoacBCRC34181_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	c1bb5d358ddbc5d4e8092dda79dfd937
GCA_027579785.1	UCR_CoacCBS516.66_1.0	417176	Coemansia aciculifera	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/785/GCA_027579785.1_UCR_CoacCBS516.66_1.0/GCA_027579785.1_UCR_CoacCBS516.66_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	f1cf9d7f7709baf00dc0a7624ab7a926
GCA_027478445.1	UCR_CasiaNBRC105413_1.0	1052880	Coemansia asiatica	GenBank	University of Florida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/478/445/GCA_027478445.1_UCR_CasiaNBRC105413_1.0/GCA_027478445.1_UCR_CasiaNBRC105413_1.0_genomic.gff.gz	gff	2022-12-28	2026-01-13				2023-06-24	e003be8e7e1b53261a5b566c7b989013
GCA_027579625.1	UCR_CoasBCRC34628_1.0	1052880	Coemansia asiatica	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/625/GCA_027579625.1_UCR_CoasBCRC34628_1.0/GCA_027579625.1_UCR_CoasBCRC34628_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	425efa5c485802c8a2640f1c02a01911
GCA_027595825.1	UCR_CbifNCRC34381_1.0	1286918	Coemansia biformis	GenBank	University of Florida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/595/825/GCA_027595825.1_UCR_CbifNCRC34381_1.0/GCA_027595825.1_UCR_CbifNCRC34381_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-09	9404940f943944fea7a7b68efa0960fe
GCA_027579605.1	UCR_CobrNRRL1566_1.0	2650707	Coemansia brasiliensis	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/605/GCA_027579605.1_UCR_CobrNRRL1566_1.0/GCA_027579605.1_UCR_CobrNRRL1566_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	07422ab83ccdd78c1792b246337be64b
GCA_027574685.1	UCR_CereNBRC32514_1.0	147472	Coemansia erecta	GenBank	University of Florida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/574/685/GCA_027574685.1_UCR_CereNBRC32514_1.0/GCA_027574685.1_UCR_CereNBRC32514_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-06	c576d27c7432d9ef3571ea0e1cfec876
GCA_027579345.1	UCR_CoerIMI279145_1.0	147472	Coemansia erecta	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/345/GCA_027579345.1_UCR_CoerIMI279145_1.0/GCA_027579345.1_UCR_CoerIMI279145_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	19cb4240716155999acd2b5512cbadb3
GCA_027579355.1	UCR_CoerBCRC34228_1.0	147472	Coemansia erecta	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/355/GCA_027579355.1_UCR_CoerBCRC34228_1.0/GCA_027579355.1_UCR_CoerBCRC34228_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	a543240475eb227b3c09532a93ae87bf
GCA_027579565.1	UCR_CoerCBS939.97_1.0	147472	Coemansia erecta	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/565/GCA_027579565.1_UCR_CoerCBS939.97_1.0/GCA_027579565.1_UCR_CoerCBS939.97_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	00d674d1b9bca33f82f5f4d133ba1e1b
GCA_027579525.1	UCR_CofuCBS102833_1.0	417177	Coemansia furcata	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/525/GCA_027579525.1_UCR_CofuCBS102833_1.0/GCA_027579525.1_UCR_CofuCBS102833_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	7552fe6e7902b43a7ef6938c00417b79
GCA_027579585.1	UCR_CoerCBS336.87_1.0	147472	Coemansia erecta	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/585/GCA_027579585.1_UCR_CoerCBS336.87_1.0/GCA_027579585.1_UCR_CoerCBS336.87_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	ee5de97a3278efd9da3f98867582a9e4
GCA_027579325.1	UCR_CofuBCRC34190_1.0	417177	Coemansia furcata	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/325/GCA_027579325.1_UCR_CofuBCRC34190_1.0/GCA_027579325.1_UCR_CofuBCRC34190_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	7af6ac1c6042bdf40395767daf5eaf2f
GCA_027579505.1	UCR_CoguNRRL1565_1.0	2761395	Coemansia guatemalensis	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/505/GCA_027579505.1_UCR_CoguNRRL1565_1.0/GCA_027579505.1_UCR_CoguNRRL1565_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	130fc3b51ae63554f0aea2217f01d049
GCA_027579315.1	UCR_CoheBCRC34780_1.0	1286919	Coemansia helicoidea	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/315/GCA_027579315.1_UCR_CoheBCRC34780_1.0/GCA_027579315.1_UCR_CoheBCRC34780_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	c39ec458ce42fc4eb40a36a6b16f6053
GCA_963575595.1	GTX0488_nuclear_assembly	1274662	Coccomyxa viridis	GenBank	The John Innes Centre	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/575/595/GCA_963575595.1_GTX0488_nuclear_assembly/GCA_963575595.1_GTX0488_nuclear_assembly_genomic.gff.gz	gff	2024-01-26	2026-01-13				2024-01-31	3c6eed43a85163597cd7b4966063f001
GCA_000170175.2	CPS2	443226	Coccidioides posadasii str. Silveira	GenBank	Coccidioides Genome Resources Consortium; The Broad Institute Genome Sequencing Platform	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/175/GCA_000170175.2_CPS2/GCA_000170175.2_CPS2_genomic.gff.gz	gff	2016-07-25	2026-01-13				2021-09-26	8c34a361bcaf79386185427e056d233c
GCA_000150055.1	ASM15005v1	454284	Coccidioides posadasii RMSCC 3488	GenBank	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/055/GCA_000150055.1_ASM15005v1/GCA_000150055.1_ASM15005v1_genomic.gff.gz	gff	2015-06-29	2026-01-13				2021-09-26	99a928a3e917aa62c65fe2a6b68760b7
GCA_964261555.1	Celongata_SAG216_3B_v1	1965095	Coccomyxa elongata	GenBank	University of Cologne - Institute for Plant Sciences	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/261/555/GCA_964261555.1_Celongata_SAG216_3B_v1/GCA_964261555.1_Celongata_SAG216_3B_v1_genomic.gff.gz	gff	2024-09-07	2026-01-13				2024-09-09	819e4a3e18ca424438c9dd35a9689dcd
GCA_027579055.1	UCR_CoinBCRC34489_1.0	1126814	Coemansia interrupta	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/055/GCA_027579055.1_UCR_CoinBCRC34489_1.0/GCA_027579055.1_UCR_CoinBCRC34489_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	ff9636b8d1cac4858f8c65881364f031
GCA_025766245.1	Coemoj1	4864	Coemansia mojavensis	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/766/245/GCA_025766245.1_Coemoj1/GCA_025766245.1_Coemoj1_genomic.gff.gz	gff	2022-10-20	2026-01-13				2022-10-20	ef357817208aa982fa80992fde20341c
GCA_027579235.1	UCR_CoemBCRC34301_1.0	2663920	Coemansia sp. BCRC 34301	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/235/GCA_027579235.1_UCR_CoemBCRC34301_1.0/GCA_027579235.1_UCR_CoemBCRC34301_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	227e9fa1b04a9ff340cb46ca0420179a
GCA_027579385.1	UCR_CoacNRRL2694_1.0	417176	Coemansia aciculifera	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/385/GCA_027579385.1_UCR_CoacNRRL2694_1.0/GCA_027579385.1_UCR_CoacNRRL2694_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	86935dcc01a965162669abd054da15b3
GCA_027579485.1	UCR_ConaCBS109400_1.0	2789366	Coemansia nantahalensis	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/485/GCA_027579485.1_UCR_ConaCBS109400_1.0/GCA_027579485.1_UCR_ConaCBS109400_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	1ebe1981a3a0b5873664e6e908d68a52
GCA_002705745.1	Coere1	763665	Coemansia reversa NRRL 1564	GenBank	JGI	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/705/745/GCA_002705745.1_Coere1/GCA_002705745.1_Coere1_genomic.gff.gz	gff	2017-11-01	2026-01-13				2019-06-21	c426a3198a959e4e58988d1f6ea0dd1b
GCA_027579115.1	UCR_CojaNBRC105414_1.0	2761396	Coemansia javaensis	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/115/GCA_027579115.1_UCR_CojaNBRC105414_1.0/GCA_027579115.1_UCR_CojaNBRC105414_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-06-24	2e7bd17de5a6d389ac79e8b876104349
GCA_027579035.1	UCR_CoemD1744_1.0	2761401	Coemansia sp. D1744	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/035/GCA_027579035.1_UCR_CoemD1744_1.0/GCA_027579035.1_UCR_CoemD1744_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	15dffad3ca01b97ea0b1833be767f598
GCA_027579075.1	UCR_CoemBCRC34962_1.0	2789224	Coemansia sp. BCRC 34962	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/075/GCA_027579075.1_UCR_CoemBCRC34962_1.0/GCA_027579075.1_UCR_CoemBCRC34962_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	eb0649e5275eb551569934c8977f0176
GCA_027579275.1	UCR_ColiBCRC34191_1.0	2663919	Coemansia linderi	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/275/GCA_027579275.1_UCR_ColiBCRC34191_1.0/GCA_027579275.1_UCR_ColiBCRC34191_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	6c4ff4e7fb9000a03e89088db676031c
GCA_027595805.1	UCR_CoemD160_1.0	2849843	Coemansia sp. Benny D160-2	GenBank	University of Florida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/595/805/GCA_027595805.1_UCR_CoemD160_1.0/GCA_027595805.1_UCR_CoemD160_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-09	b248eb197158a79eb2a02184ad224196
GCA_027579295.1	UCR_CofoNRRL5531T_1.0	327750	Coemansia sp. 'formosensis'	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/295/GCA_027579295.1_UCR_CofoNRRL5531T_1.0/GCA_027579295.1_UCR_CofoNRRL5531T_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	fbe05c59adfcea44e0e28377caa69250
GCA_027579255.1	UCR_CopeBCRC34297_1.0	1052879	Coemansia pectinata	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/255/GCA_027579255.1_UCR_CopeBCRC34297_1.0/GCA_027579255.1_UCR_CopeBCRC34297_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	3dd31f4bce8a0fa56449acb5896558e5
GCA_027579175.1	UCR_CoemIMI203386_1.0	2572656	Coemansia sp. IMI 203386	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/175/GCA_027579175.1_UCR_CoemIMI203386_1.0/GCA_027579175.1_UCR_CoemIMI203386_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	47d9d4fa984c6c736769716676eae1ae
GCA_027579015.1	UCR_CoemCherry401B_1.0	2761397	Coemansia sp. Cherry 401B	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/015/GCA_027579015.1_UCR_CoemCherry401B_1.0/GCA_027579015.1_UCR_CoemCherry401B_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	c9a785bf06a3593f27c1723624ff6557
GCA_027579215.1	UCR_CoemBCRC34490_1.0	2761420	Coemansia sp. BCRC 34490	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/215/GCA_027579215.1_UCR_CoemBCRC34490_1.0/GCA_027579215.1_UCR_CoemBCRC34490_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	64d6c15e91ae3c241f1efa6957e5e42c
GCA_027575815.1	UCR_CoemIMI209127_1.0	2898424	Coemansia sp. IMI 209127	GenBank	University of Florida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/575/815/GCA_027575815.1_UCR_CoemIMI209127_1.0/GCA_027575815.1_UCR_CoemIMI209127_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-06	5122b95db4f757ec44077741aa921d3f
GCA_027579095.1	UCR_ConaCBS109366_1.0	2789366	Coemansia nantahalensis	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/579/095/GCA_027579095.1_UCR_ConaCBS109366_1.0/GCA_027579095.1_UCR_ConaCBS109366_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	610e39b944be25310f10146d98781902
GCA_027578775.1	UCR_CoemRSA1085_1.0	2789357	Coemansia sp. RSA 1085	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/578/775/GCA_027578775.1_UCR_CoemRSA1085_1.0/GCA_027578775.1_UCR_CoemRSA1085_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	d27ac6c0d08078e87aa49f0e1dce759a
GCA_027595785.1	UCR_CoemRSA1086_1.0	2849844	Coemansia sp. RSA 1086	GenBank	University of Florida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/595/785/GCA_027595785.1_UCR_CoemRSA1086_1.0/GCA_027595785.1_UCR_CoemRSA1086_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-09	0709255ea8b7abcd4995d10b2724875f
GCA_027578755.1	UCR_CoemRSA1199_1.0	2789312	Coemansia sp. RSA 1199	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/578/755/GCA_027578755.1_UCR_CoemRSA1199_1.0/GCA_027578755.1_UCR_CoemRSA1199_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	2ad1284a7f7354c99a4a711338f2f3a8
GCA_027578915.1	UCR_CoemRSA1200_1.0	2789352	Coemansia sp. RSA 1200	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/578/915/GCA_027578915.1_UCR_CoemRSA1200_1.0/GCA_027578915.1_UCR_CoemRSA1200_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	b53d45d8d5538436ec75fdb94baba278
GCA_027578735.1	UCR_CoemRSA1287_1.0	2789329	Coemansia sp. RSA 1287	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/578/735/GCA_027578735.1_UCR_CoemRSA1287_1.0/GCA_027578735.1_UCR_CoemRSA1287_1.0_genomic.gff.gz	gff	2023-01-06	2026-01-13				2023-01-07	8c306e02b88f0be29d4d9cf34fb87667
